data/ca/1370216/2281359/395404064.html,Spring Lake Resort Motel and Restaurant,"""A nice short stay in july. Visited Algonquin.  Good meals at the Resort and nearby places.. Very spacious, clean accommodation with pretty views of the small lake. My only complaint is that I had no complaints....",5,positive,"July 22, 2016",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
data/ca/1370216/2281359/617902954.html,Spring Lake Resort Motel and Restaurant,"""We didn't stay at the resort but we ate at Spring Lake twice because we enjoyed the food so much the first time. The salads were excellent and chicken vegetable soup with lentils was delicious. The pasta dishes were nicely done. The restaurant was woefully short on serving staff but the woman doing all the hard work was so cheerful about it and worked so hard that we never felt we were waiting for anything.",4,positive,"September 19, 2018",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
data/ca/1370216/2281359/487031951.html,Spring Lake Resort Motel and Restaurant,"""Comfortable rooms, friendly and helpful staff. Lots to do in the immediate area and then a great place to return to and have a great meal. Excellent breakfast. The forests and waterways encourage you to be adventurous.",4,positive,"May 23, 2017",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
data/ca/1370216/2281359/590061454.html,Spring Lake Resort Motel and Restaurant,"""Had a really positive experience here. Fairly quiet here and the vibe is quaint. The view to the lake is just what you need. You can even go on a short sail with a canoe. I was looking for a place with an option to eat both breakfast and dinner in case nothing else would be near by - so Spring Lake resort was one of the very few resorts with an actual restaurant.\n\nWe got a room at the upper level.\nRoom was clean and tidy and overall I would totally recommend.\n\nThe restaurant offers verity of dishes and overall also pretty good. Dishes are generous and tasty. I myself had the roast beef sandwich with a garden salad which was delicious. Breakfast is also sort of standard with your choice of eggs, bacon\u002Fsausage\u002F ham, toast and pancakes style. Would say that prices are average on the high end.\n\nOther than that, I think that the only downside I've encountered, was the enroumos amount of mosquitoes here. This is just unbelievable. Get yourself a couple of 'after bite' tubes, you are going to need them desperately.\n\nI liked the option to purchase a cheaper daily park pass here, it's really helpful!\n\nLadies at the front desk were absolutely kind and friendly.\nWould come back next time in Algonquin! ",4,positive,"June 23, 2018",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
data/ca/1370216/2281359/336281499.html,Spring Lake Resort Motel and Restaurant,"""We stayed for 3 nights in the middle of October. The owners were gracious, friendly and accommodating.\n\nThe property is a gem. The hotel is situated next to a small lake surrounded by trees and the area in between the hotel and the lake is beautifully landscaped. The view from the balcony was lovely, especially considering the fall colours. There are walking trails around the lake in the woods and plenty of free parking. \n\nThe restaurant was closed for the season and the owners notified us of this before we booked. There was a lovely cafe not far down the road where we ate a couple of times. We came here to see Algonquin Park, and it's just a twenty minute drive from the hotel. The owners gave us a discount on the price of admission. \n\nWe stayed in a queen plus twin room which was clean & comfortable. The bathroom looked newly remodeled. We stayed on the top floor, as was recommended by other guests on TripAdvisor. We had a noisy neighbor the first night, but the following nights were quiet enough. Keep in mind that if you don't have a room on the ground floor, every person that needs to get to their room will have to walk by yours to get there, depending on how close your room is to the stairwell. There's not much privacy without closing the curtains, especially the way our particular room was set up.",4,positive,"December 31, 2015",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
data/ca/1370216/2281359/631720630.html,Spring Lake Resort Motel and Restaurant,"""This modest resort near the west gate of Algonquin Park is a great place to stay. The rooms are nice, all with a view of the small lake. We spent 5 days here and wished we could have stayed longer. The restaurant is also good. Quite a surprise to find genuine Polish food this far north. The staff was friendly and accommodating. The small waterfront is just right for families. We plan to return.",5,positive,"November 7, 2018",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
data/ca/1370216/2281359/390040996.html,Spring Lake Resort Motel and Restaurant,"""We are from Denmark and we helt our summer vacation in Canada. We went to Algonquin Park for 2 days, and spend the night at Spring Lake. When we came the waitress\u002Freceptionist was really kind and showed us our room. At dinner time we came to eat at the restaurent at 7:30pm but we were told, that we couldn't have dinner there because the kitchen was closed. Eventhough the book at our room said the restaurent closed at 8:00pm... so we had to find another place to eat. The Next morning we had breakfast (WAY OVER PRICED) and the waitress kept forgetting our drinks.. we cheked out and bought the permitcard for the park. When we checked out the waitress was busy with serving breakfast, showing peoble their rooms and she seamed soo confused. She keept asking about the same Things, and didn't say anything about the Card. When we got home from Canada they had taken 180 CAD from my account because we didn't return the Card.. When i contacted the owner she was very rude and said that her staff was fully aware of telling people to bring back the Card, otherwise we would get a fine and that I was the one who had forgot to return the Card.. I'm a student, and if I were told that there was a fee of 180 CAD i WOULD return the Card! 180 CAD is a lot of money for me, so that would NEVER happend to me! The owner accused me of lying and she trusted her staff, so I were the one who made a mistake.\nI will NEVER recommend this place to enyone! Just because of the owner! \nReally bad service and REALLY bad way of dealing their mistakes!",1,negative,"July 7, 2016",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
data/ca/1370216/2281359/681715008.html,Spring Lake Resort Motel and Restaurant,"""My husband and I spent 3 nights here in early June. Nice room with a king bed overlooking Spring Lake. The room was cozy with a beautiful view of the lake and the gardens on the property. We had breakfast and dinner in the restaurant. The food was excellent and the staff was very friendly and helpful.",5,positive,"June 15, 2019",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
data/ca/1370216/2281359/502156506.html,Spring Lake Resort Motel and Restaurant,"""From Nancy's robust greeting at the front desk, to a clean well-appointed room, to the quiet of the dining room everything was shipshape at Spring Lake Resort. I'd stay here again without even looking at other options. Management has a no-nonsense attitude to noisy guests...and they don't have any. Food selection was more than ample,good wine and more beer offerings than you might expect. Choose this one!",5,positive,"July 15, 2017",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
data/ca/1370216/2281359/508429795.html,Spring Lake Resort Motel and Restaurant,"""A very lovely place with a lake and fun water things to do.  The owners are trying hard to keep the place up to date.  In many ways they are winning - in others (inside decor) - needs a little help.  But very clean and comfortable.  If we come back this way we will certainly stay here again.  And the Restaurant is fabulous !!!",4,positive,"August 3, 2017",2893 Hwy 60 Rr # 1,"('',)",Ontario,P0A 1H0
